"participantid","ppt_included","block","trialnumber_withinblock","shape","location_deviant","deviant_type","orientation","validtrial","sumvalidtrials_overall","proponscreen_shapes_on_1","proponscreen_shapes_on_2","shape_w_duck_car","gaze_topright_2","gaze_bottomleft_3","gaze_bottomright_4","gaze_centre","gaze_onscreen_elsewhere","gaze_nogaze","gaze_topleft_1","gaze_offscreen","total_dwell_shapes","total_dwell_deviant","prop_look_dev"
112,1,1,2,"equilateral_triangle",3,1,25,0,17,1,1,"equilateral_triangle",62,21,0,56,0,0,131,0,214,21,0.0981308411214953
112,1,1,3,"rhombus",1,1,5,1,17,1,1,"rhombus",106,35,39,56,4,0,0,0,180,0,0
112,1,1,4,"square",2,1,25,1,17,1,1,"square",91,0,34,66,4,0,44,0,169,91,0.538461538461538
112,1,1,5,"object",0,1,5,0,17,1,1,"duck",120,0,0,35,1,0,83,0,203,NA,NA
112,1,1,6,"pentagon",3,1,25,1,17,1,1,"pentagon",31,33,12,42,83,0,38,0,114,33,0.289473684210526
112,1,2,1,"isosceles_triangle",1,2,25,1,17,1,0.883333333333333,"isosceles_triangle",34,0,64,58,35,0,34,14,132,34,0.257575757575758
112,1,2,2,"equilateral_triangle",2,2,5,1,17,1,1,"equilateral_triangle",163,33,0,42,1,0,0,0,196,163,0.831632653061224
112,1,2,3,"rhombus",4,2,25,1,17,0.941176470588235,0.727272727272727,"rhombus",1,0,26,55,38,40,80,0,107,26,0.242990654205607
112,1,2,4,"square",3,2,5,1,17,1,0.925,"square",0,0,152,41,1,0,36,9,188,0,0
112,1,2,5,"object",2,2,25,1,17,1,1,"car",130,27,65,15,2,0,0,0,222,130,0.585585585585586
112,1,2,6,"pentagon",2,2,5,1,17,1,1,"pentagon",31,47,120,40,1,0,0,0,198,31,0.156565656565657
112,1,3,1,"isosceles_triangle",2,1,355,1,17,1,1,"isosceles_triangle",96,0,69,10,12,0,53,0,218,96,0.440366972477064
112,1,3,2,"equilateral_triangle",4,1,325,0,17,1,0.441666666666667,"equilateral_triangle",0,0,53,66,18,0,35,67,88,53,0.602272727272727
112,1,3,3,"rhombus",3,1,355,1,17,1,1,"rhombus",100,0,92,46,2,0,0,0,192,0,0
112,1,3,4,"square",1,1,325,1,17,1,1,"square",57,0,104,7,3,0,68,0,229,68,0.296943231441048
112,1,3,5,"object",3,1,355,1,17,1,1,"duck",30,120,0,15,2,0,72,0,222,120,0.540540540540541
112,1,3,6,"pentagon",4,1,325,1,17,1,0.691666666666667,"pentagon",0,0,106,49,23,0,24,37,130,106,0.815384615384615
112,1,4,1,"isosceles_triangle",3,2,325,0,17,0.5,0.459677419354839,"isosceles_triangle",14,0,7,43,52,125,0,1,21,0,0
112,1,4,2,"equilateral_triangle",1,2,355,1,17,1,0.741666666666667,"equilateral_triangle",0,37,35,44,17,0,75,31,147,75,0.510204081632653
112,1,4,3,"rhombus",2,2,325,1,17,1,1,"rhombus",32,50,0,36,35,0,86,0,168,32,0.19047619047619
112,1,4,4,"square",4,2,355,0,17,0.336134453781513,0.0672268907563025,"square",0,8,0,35,5,190,0,0,8,0,0
112,1,4,5,"object",4,2,325,0,17,0,1,"car",48,17,39,0,16,117,0,0,104,39,0.375
112,1,4,6,"pentagon",1,2,355,0,17,1,0.208333333333333,"pentagon",0,0,67,38,2,0,37,95,104,37,0.355769230769231
113,1,1,1,"pentagon",1,2,355,1,14,0.899159663865546,0.925,"pentagon",41,57,18,28,6,0,68,21,184,68,0.369565217391304
113,1,1,2,"object",4,2,325,1,14,1,1,"duck",30,102,0,27,3,0,77,0,209,0,0
113,1,1,3,"rhombus",2,2,355,0,14,1,0.256198347107438,"rhombus",0,26,3,39,38,90,44,0,73,0,0
113,1,1,4,"isosceles_triangle",4,2,325,1,14,0.957983193277311,1,"isosceles_triangle",42,0,0,23,22,5,147,0,189,0,0
113,1,1,5,"square",1,2,355,1,14,1,0.508333333333333,"square",76,25,0,23,14,0,42,59,143,42,0.293706293706294
113,1,1,6,"equilateral_triangle",3,2,325,1,14,1,0.716666666666667,"equilateral_triangle",121,0,12,30,16,0,26,34,159,0,0
113,1,2,1,"pentagon",2,1,325,1,14,1,0.883333333333333,"pentagon",78,2,26,5,21,0,93,14,199,78,0.391959798994975
113,1,2,2,"object",0,1,355,0,14,0.966386554621849,0.866666666666667,"car",58,42,0,10,4,8,105,12,205,NA,NA
113,1,2,3,"rhombus",3,1,325,0,14,0.210084033613445,0.508333333333333,"rhombus",0,5,42,20,19,139,0,14,47,5,0.106382978723404
113,1,2,4,"isosceles_triangle",1,1,355,0,14,1,0.405172413793103,"isosceles_triangle",30,0,0,17,14,64,105,5,135,105,0.777777777777778
113,1,2,5,"square",2,1,325,1,14,0.857142857142857,1,"square",67,104,0,21,30,0,0,17,171,67,0.391812865497076
113,1,2,6,"equilateral_triangle",4,1,355,1,14,1,0.516666666666667,"equilateral_triangle",9,38,0,30,26,16,78,42,125,0,0
113,1,3,1,"pentagon",3,2,5,0,14,0.993377483443709,0.866666666666667,"pentagon",54,26,0,25,26,1,123,16,203,26,0.12807881773399
113,1,3,2,"object",2,2,25,1,14,1,1,"duck",51,42,0,7,1,0,138,0,231,51,0.220779220779221
113,1,3,3,"rhombus",4,2,5,1,14,1,0.583333333333333,"rhombus",21,45,0,30,20,8,73,42,139,0,0
113,1,3,4,"isosceles_triangle",2,2,25,1,14,0.949579831932773,1,"isosceles_triangle",77,53,6,30,16,6,51,0,187,77,0.411764705882353
113,1,3,5,"square",3,2,5,1,14,1,0.75,"square",38,0,0,29,33,29,106,0,144,0,0
113,1,3,6,"equilateral_triangle",1,2,25,1,14,1,0.975,"equilateral_triangle",29,41,0,42,5,2,119,1,189,119,0.62962962962963
113,1,4,1,"pentagon",4,1,25,0,14,0.875862068965517,0.603305785123967,"pentagon",45,46,1,3,38,1,67,65,159,1,0.00628930817610063
113,1,4,2,"object",3,1,5,1,14,1,1,"car",31,73,0,7,14,0,114,0,218,73,0.334862385321101
113,1,4,3,"rhombus",1,1,25,0,14,0.487394957983193,0.38655462184874,"rhombus",0,2,20,17,30,132,35,2,57,35,0.614035087719298
113,1,4,4,"isosceles_triangle",3,1,5,0,14,0.644067796610169,0.285714285714286,"isosceles_triangle",0,0,0,24,20,127,66,0,66,0,0
113,1,4,5,"square",4,1,25,0,14,0,0,"square",0,0,0,0,0,239,0,0,0,0,NA
114,0,1,1,"pentagon",2,2,325,1,5,1,1,"pentagon",232,0,0,7,0,0,0,0,232,232,1
114,0,1,2,"square",4,2,355,0,5,1,1,"square",0,0,0,240,0,0,0,0,0,0,NA
114,0,1,3,"object",4,2,325,1,5,1,1,"duck",60,73,50,8,5,0,43,0,226,50,0.221238938053097
114,0,1,4,"equilateral_triangle",1,2,355,1,5,0.857142857142857,1,"equilateral_triangle",41,47,16,11,6,17,101,0,205,101,0.492682926829268
114,0,1,5,"rhombus",2,2,325,1,5,1,1,"rhombus",0,115,63,12,16,0,33,0,211,0,0
114,0,1,6,"isosceles_triangle",4,2,355,1,5,1,0.891666666666667,"isosceles_triangle",82,31,0,12,22,13,79,0,192,0,0
114,0,2,1,"pentagon",3,1,5,0,5,1,0.544827586206897,"pentagon",61,0,0,73,1,65,64,1,125,0,0
114,0,2,2,"square",1,1,25,0,5,0.254237288135593,0,"square",0,0,0,22,0,209,8,0,8,8,1
114,0,2,3,"object",0,1,5,0,5,0,0,"car",0,0,0,0,0,246,0,0,0,NA,NA
114,0,2,4,"equilateral_triangle",2,1,25,0,5,0,0,"equilateral_triangle",0,0,0,0,0,242,0,0,0,0,NA
114,0,2,5,"rhombus",3,1,5,0,5,0,0,"rhombus",0,0,0,0,0,239,0,0,0,0,NA
114,0,2,6,"isosceles_triangle",1,1,25,0,5,0,0,"isosceles_triangle",0,0,0,0,0,236,0,0,0,0,NA
115,1,1,1,"pentagon",2,2,325,0,11,1,0.330578512396694,"pentagon",0,0,107,30,2,0,20,81,127,0,0
115,1,1,2,"square",4,2,355,1,11,0.907563025210084,0.508333333333333,"square",61,1,46,25,36,70,0,0,108,46,0.425925925925926
115,1,1,3,"object",4,2,325,1,11,1,1,"duck",66,15,84,18,14,0,43,0,208,84,0.403846153846154
115,1,1,4,"equilateral_triangle",1,2,355,0,11,0.915966386554622,0.191666666666667,"equilateral_triangle",14,13,62,13,15,103,15,4,104,15,0.144230769230769
115,1,1,5,"rhombus",2,2,325,1,11,1,0.825,"rhombus",44,21,87,20,8,21,38,0,190,44,0.231578947368421
115,1,1,6,"isosceles_triangle",4,2,355,1,11,1,1,"isosceles_triangle",11,0,131,35,27,0,35,0,177,131,0.740112994350282
115,1,2,1,"pentagon",3,1,5,1,11,0.890756302521008,0.793388429752066,"pentagon",54,0,65,31,41,23,11,15,130,0,0
115,1,2,2,"square",1,1,25,0,11,0,0.483333333333333,"square",32,0,1,0,25,164,0,18,33,0,0
115,1,2,3,"object",0,1,5,0,11,1,0.264462809917355,"car",60,0,51,16,2,89,22,0,133,NA,NA
115,1,2,4,"equilateral_triangle",2,1,25,1,11,0.815126050420168,0.680672268907563,"equilateral_triangle",21,0,99,20,3,57,35,3,155,21,0.135483870967742
115,1,2,5,"rhombus",3,1,5,1,11,0.579831932773109,1,"rhombus",32,0,23,26,40,0,68,50,123,0,0
115,1,2,6,"isosceles_triangle",1,1,25,1,11,0.899159663865546,0.733333333333333,"isosceles_triangle",0,0,145,25,4,0,21,44,166,21,0.126506024096386
115,1,3,1,"pentagon",4,2,25,1,11,0.932773109243697,0.80327868852459,"pentagon",63,32,35,58,21,32,0,0,130,35,0.269230769230769
115,1,3,2,"square",2,2,5,1,11,1,0.9,"square",113,0,51,33,28,12,2,0,166,113,0.680722891566265
115,1,3,3,"object",2,2,25,1,11,0.848739495798319,0.683333333333333,"duck",37,65,66,13,2,56,0,0,168,37,0.220238095238095
115,1,3,4,"equilateral_triangle",3,2,5,0,11,0.495798319327731,0.45,"equilateral_triangle",0,0,85,26,2,8,0,118,85,0,0
115,1,3,5,"rhombus",4,2,25,0,11,0.487394957983193,0.908333333333333,"rhombus",0,43,72,26,26,36,0,36,115,72,0.626086956521739
115,1,3,6,"isosceles_triangle",2,2,5,0,11,0.252100840336134,0.396694214876033,"isosceles_triangle",18,0,30,1,29,98,0,64,48,18,0.375
116,1,1,1,"pentagon",3,1,5,1,16,0.941176470588235,0.95,"pentagon",136,0,18,14,43,13,15,0,169,0,0
116,1,1,2,"rhombus",1,1,25,1,16,0.907563025210084,0.933333333333333,"rhombus",125,0,59,30,6,19,0,0,184,0,0
116,1,1,3,"equilateral_triangle",4,1,5,1,16,0.983193277310924,0.975,"equilateral_triangle",117,0,89,28,0,5,0,0,206,89,0.432038834951456
116,1,1,4,"object",2,1,25,1,16,1,1,"car",98,66,0,18,3,0,54,0,218,98,0.44954128440367
116,1,1,5,"isosceles_triangle",3,1,5,1,16,0.725,0.916666666666667,"isosceles_triangle",88,0,47,34,28,20,0,23,135,0,0
116,1,1,6,"square",1,1,25,1,16,0.991596638655462,1,"square",144,7,70,13,4,1,0,0,221,0,0
116,1,2,1,"pentagon",4,2,25,0,16,0.916666666666667,1,"pentagon",170,0,39,11,3,12,29,0,238,39,0.163865546218487
116,1,2,2,"rhombus",2,2,5,1,16,1,1,"rhombus",215,0,0,7,11,0,6,0,221,215,0.972850678733032
116,1,2,3,"equilateral_triangle",1,2,25,1,16,1,0.608333333333333,"equilateral_triangle",165,0,0,5,22,11,0,36,165,0,0
116,1,2,4,"object",3,2,5,1,16,1,1,"duck",176,0,13,6,13,0,31,0,220,0,0
116,1,2,5,"isosceles_triangle",4,2,25,1,16,1,1,"isosceles_triangle",190,0,0,6,24,0,19,0,209,0,0
116,1,2,6,"square",2,2,5,1,16,0.941176470588235,1,"square",191,0,12,12,17,7,0,0,203,191,0.940886699507389
116,1,3,1,"pentagon",1,1,355,0,16,1,0.975,"pentagon",0,1,0,0,211,3,24,0,25,24,0.96
116,1,3,2,"rhombus",3,1,325,1,16,0.882352941176471,0.833333333333333,"rhombus",98,0,0,0,104,14,3,20,101,0,0
116,1,3,3,"equilateral_triangle",2,1,355,0,16,0.39344262295082,1,"equilateral_triangle",127,0,0,0,27,74,14,0,141,127,0.900709219858156
116,1,3,4,"object",4,1,325,1,16,1,1,"car",172,0,0,6,2,0,59,0,231,0,0
116,1,3,5,"isosceles_triangle",1,1,355,1,16,0.966386554621849,0.892561983471074,"isosceles_triangle",172,0,0,6,39,16,6,1,178,6,0.0337078651685393
116,1,3,6,"square",3,1,325,1,16,1,1,"square",175,6,41,13,4,0,0,0,222,6,0.027027027027027
116,1,4,1,"pentagon",2,2,325,0,16,0.813008130081301,0.1,"pentagon",44,20,2,5,7,131,34,0,100,44,0.44
116,1,4,2,"rhombus",4,2,355,0,16,0.260504201680672,0.0166666666666667,"rhombus",28,0,0,2,2,206,1,0,29,0,0
116,1,4,3,"equilateral_triangle",3,2,325,0,16,0.175,0.675,"equilateral_triangle",55,0,0,4,1,138,42,0,97,0,0
116,1,4,4,"object",1,2,355,0,16,0,0,"duck",0,0,0,0,0,239,0,0,0,0,NA
116,1,4,5,"isosceles_triangle",2,2,325,1,16,0.899159663865546,1,"isosceles_triangle",182,0,0,7,17,0,22,12,204,182,0.892156862745098
116,1,4,6,"square",4,2,355,0,16,0.747899159663866,0,"square",88,0,0,1,0,150,0,0,88,0,0
117,1,1,1,"pentagon",4,1,25,1,17,1,0.925,"pentagon",68,0,0,12,4,9,147,0,215,0,0
117,1,1,2,"isosceles_triangle",2,1,5,1,17,0.831932773109244,1,"isosceles_triangle",122,0,0,20,14,20,63,0,185,122,0.659459459459459
117,1,1,3,"square",1,1,25,1,17,1,1,"square",56,0,45,63,2,0,73,0,174,73,0.419540229885057
117,1,1,4,"equilateral_triangle",3,1,5,0,17,0.907563025210084,0.366666666666667,"equilateral_triangle",113,0,0,6,3,87,30,0,143,0,0
117,1,1,5,"object",4,1,25,1,17,0.915966386554622,1,"car",149,23,0,3,7,10,47,0,219,0,0
117,1,1,6,"rhombus",2,1,5,1,17,0.966386554621849,1,"rhombus",192,0,0,5,2,4,36,0,228,192,0.842105263157895
117,1,2,1,"pentagon",1,2,355,1,17,1,1,"pentagon",168,0,35,7,2,0,28,0,231,28,0.121212121212121
117,1,2,2,"isosceles_triangle",3,2,325,1,17,0.941176470588235,0.558333333333333,"isosceles_triangle",109,5,27,10,10,9,18,51,159,5,0.0314465408805031
117,1,2,3,"square",2,2,355,1,17,0.739495798319328,1,"square",163,13,1,9,23,4,0,27,177,163,0.92090395480226
117,1,2,4,"equilateral_triangle",4,2,325,1,17,0.907563025210084,0.891666666666667,"equilateral_triangle",136,0,37,7,4,13,31,11,204,37,0.181372549019608
117,1,2,5,"object",1,2,355,1,17,1,1,"duck",102,22,0,7,3,0,105,0,229,105,0.458515283842795
117,1,2,6,"rhombus",3,2,325,1,17,1,0.941666666666667,"rhombus",115,22,0,5,11,7,79,0,216,22,0.101851851851852
117,1,3,1,"pentagon",2,1,325,1,17,0.793388429752066,1,"pentagon",95,23,26,23,10,0,39,25,183,95,0.519125683060109
117,1,3,2,"isosceles_triangle",4,1,355,1,17,0.991596638655462,0.833333333333333,"isosceles_triangle",111,0,27,6,21,1,53,20,191,27,0.141361256544503
117,1,3,3,"square",3,1,325,1,17,0.941176470588235,1,"square",141,43,0,17,31,7,0,0,184,43,0.233695652173913
117,1,3,4,"equilateral_triangle",1,1,355,1,17,1,1,"equilateral_triangle",139,0,2,30,3,0,65,0,206,65,0.315533980582524
117,1,3,5,"object",2,1,325,0,17,0.521008403361345,0,"car",27,0,0,8,1,174,26,0,53,27,0.509433962264151
117,1,3,6,"rhombus",4,1,355,0,17,0.567796610169492,0,"rhombus",57,0,0,8,2,171,0,0,57,0,0
117,1,4,1,"pentagon",3,2,5,1,17,1,0.908333333333333,"pentagon",48,0,62,39,10,11,69,0,179,0,0
117,1,4,2,"isosceles_triangle",1,2,25,0,17,0.127118644067797,0.830645161290323,"isosceles_triangle",0,0,17,1,45,118,55,6,72,55,0.763888888888889
117,1,4,3,"square",4,2,5,1,17,0.663865546218487,0.525,"square",48,35,27,29,3,22,0,75,110,27,0.245454545454545
